"entrez";"symbol";"pubmed_id";"organ_system";"driver_type";"drivers_id";"Entry"
3280;"HES1";32024818;"Multiple";"cancer";2194;"Q14469"
3399;"ID3";31558468;"Hematologic and lymphatic";"cancer";2195;"Q02535"
3281;"HSBP1";27311963;"Multiple";"cancer";2196;"O75506"
3080;"CFHR2";21499247;"Skin";"cancer";2197;"P36980"
3399;"ID3";31558468;"Hematologic and lymphatic";"cancer";2198;"Q02535"
3399;"ID3";23143595;"Hematologic and lymphatic";"cancer";2199;"Q02535"
3417;"IDH1";29625053;"Multiple";"cancer";2200;"O75874"
3417;"IDH1";22610119;"Urologic";"cancer";2201;"O75874"
3082;"HGF";29625053;"Multiple";"cancer";2202;"P14210"
2903;"GRIN2A";26939876;"Gynecologic";"cancer";2203;"Q12879"
3082;"HGF";24132290;"Multiple";"cancer";2204;"P14210"
3082;"HGF";27311963;"Multiple";"cancer";2205;"P14210"
3084;"NRG1";14993899;"Multiple";"cancer";2206;"Q02297"
3417;"IDH1";21817013;"Soft tissue";"cancer";2207;"O75874"
2906;"GRIN2D";29625053;"Multiple";"cancer";2208;"O15399"
3417;"IDH1";20399149;"Soft tissue";"cancer";2209;"O75874"
3417;"IDH1";24120142;"Soft tissue";"cancer";2210;"O75874"
2906;"GRIN2D";27311963;"Multiple";"cancer";2211;"O15399"
3091;"HIF1A";14993899;"Multiple";"cancer";2212;"Q16665"
3417;"IDH1";23634996;"Hematologic and lymphatic";"cancer";2213;"O75874"
2908;"NR3C1";28452984;"Hematologic and lymphatic";"cancer";2214;"P04150"
3417;"IDH1";26091043;"Skin";"cancer";2215;"O75874"
2909;"ARHGAP35";29625053;"Multiple";"cancer";2216;"Q9NRY4"
3417;"IDH1";26061751;"Soft tissue";"cancer";2217;"O75874"
3092;"HIP1";14993899;"Multiple";"cancer";2218;"O00291"
2909;"ARHGAP35";27158780;"Thoracic";"cancer";2219;"Q9NRY4"
3417;"IDH1";26824661;"Soft tissue";"cancer";2220;"O75874"
3096;"HIVEP1";26909576;"Developmental gastrointestinal";"cancer";2221;"P15822"
3417;"IDH1";24185513;"Developmental gastrointestinal";"cancer";2222;"O75874"
3101;"HK3";27063598;"Hematologic and lymphatic";"cancer";2223;"P52790"
3417;"IDH1";22976956;"Hematologic and lymphatic";"cancer";2224;"O75874"
3417;"IDH1";28297679;"Developmental gastrointestinal";"cancer";2225;"O75874"
3297;"HSF1";26258846;"Developmental gastrointestinal";"cancer";2226;"Q00613"
3417;"IDH1";14993899;"Multiple";"cancer";2227;"O75874"
2909;"ARHGAP35";28292439;"Gynecologic";"cancer";2228;"Q9NRY4"
3300;"DNAJB2";27311963;"Multiple";"cancer";2229;"P25686"
3105;"HLA-A";29625053;"Multiple";"cancer";2230;"P04439"
3417;"IDH1";29489754;"Multiple";"cancer";2231;"O75874"
3305;"HSPA1L";27149842;"Core gastrointestinal";"cancer";2232;"P34931"
2909;"ARHGAP35";26451490;"Gynecologic";"cancer";2233;"Q9NRY4"
3417;"IDH1";24185509;"Developmental gastrointestinal";"cancer";2234;"O75874"
3308;"HSPA4";28296713;"Skin";"cancer";2235;"P34932"
3105;"HLA-A";22960745;"Thoracic";"cancer";2236;"P04439"
3417;"IDH1";24336570;"Soft tissue";"cancer";2237;"O75874"
3105;"HLA-A";25631445;"Head and neck";"cancer";2238;"P04439"
3417;"IDH1";28667006;"Developmental gastrointestinal";"cancer";2239;"O75874"
3417;"IDH1";24132290;"Multiple";"cancer";2240;"O75874"
3417;"IDH1";26214590;"Skin";"cancer";2241;"O75874"
3326;"HSP90AB1";24390350;"Multiple";"cancer";2242;"P08238"
3417;"IDH1";24390350;"Multiple";"cancer";2243;"O75874"
3339;"HSPG2";27058444;"Core gastrointestinal";"cancer";2244;"P98160"
3660;"IRF2";29625053;"Multiple";"cancer";2245;"P14316"
3417;"IDH1";29489755;"Multiple";"cancer";2246;"O75874"
3660;"IRF2";22561517;"Developmental gastrointestinal";"cancer";2247;"P14316"
3417;"IDH1";27063598;"Hematologic and lymphatic";"cancer";2248;"O75874"
3354;"HTR1E";22484628;"Core gastrointestinal";"cancer";2249;"P28566"
3662;"IRF4";14993899;"Multiple";"cancer";2250;"Q15306"
3417;"IDH1";19657110;"Hematologic and lymphatic";"cancer";2251;"O75874"
3363;"HTR7";29622466;"Core gastrointestinal";"cancer";2252;"P34969"
3105;"HLA-A";21430775;"Hematologic and lymphatic";"cancer";2253;"P04439"
3417;"IDH1";27311963;"Multiple";"cancer";2254;"O75874"
3105;"HLA-A";24390350;"Multiple";"cancer";2255;"P04439"
3371;"TNC";14993899;"Multiple";"cancer";2256;"P24821"
3417;"IDH1";26258846;"Developmental gastrointestinal";"cancer";2257;"O75874"
3662;"IRF4";26437031;"Hematologic and lymphatic";"cancer";2258;"Q15306"
3417;"IDH1";24325359;"Hematologic and lymphatic";"cancer";2259;"O75874"
3417;"IDH1";18772396;"Soft tissue";"cancer";2260;"O75874"
3105;"HLA-A";25501392;"Multiple";"cancer";2261;"P04439"
3371;"TNC";22842228;"Skin";"cancer";2262;"P24821"
3417;"IDH1";32025015;"Multiple";"cancer";2263;"O75874"
3105;"HLA-A";28098136;"Head and neck";"cancer";2264;"P04439"
3417;"IDH1";32494066;"Multiple";"cancer";2265;"O75874"
3105;"HLA-A";22343534;"Hematologic and lymphatic";"cancer";2266;"P04439"
3385;"ICAM3";27311963;"Multiple";"cancer";2267;"P32942"
3417;"IDH1";26343386;"Skin";"cancer";2268;"O75874"
3386;"ICAM4";27311963;"Multiple";"cancer";2269;"Q14773"
3417;"IDH1";23770606;"Soft tissue";"cancer";2270;"O75874"
3662;"IRF4";26466571;"Hematologic and lymphatic";"cancer";2271;"Q15306"
3417;"IDH1";23539594;"Multiple";"cancer";2272;"O75874"
3662;"IRF4";24390350;"Multiple";"cancer";2273;"Q15306"
3417;"IDH1";27270107;"Soft tissue";"cancer";2274;"O75874"
3662;"IRF4";30132154;"Core gastrointestinal";"cancer";2275;"Q15306"
3394;"IRF8";30606723;"Hematologic and lymphatic";"cancer";2276;"Q02556"
3417;"IDH1";22817890;"Hematologic and lymphatic";"cancer";2277;"O75874"
3105;"HLA-A";27311963;"Multiple";"cancer";2278;"P04439"
3662;"IRF4";31444325;"Hematologic and lymphatic";"cancer";2279;"Q15306"
3417;"IDH1";24880341;"Soft tissue";"cancer";2280;"O75874"
3662;"IRF4";21796119;"Hematologic and lymphatic";"cancer";2281;"Q15306"
3418;"IDH2";29625053;"Multiple";"cancer";2282;"P48735"
3663;"IRF5";26790612;"Head and neck";"cancer";2283;"Q13568"
3394;"IRF8";21796119;"Hematologic and lymphatic";"cancer";2284;"Q02556"
3418;"IDH2";23634996;"Hematologic and lymphatic";"cancer";2285;"P48735"
3105;"HLA-A";31320640;"Skin";"cancer";2286;"P04439"
3418;"IDH2";26061751;"Soft tissue";"cancer";2287;"P48735"
3394;"IRF8";31558468;"Hematologic and lymphatic";"cancer";2288;"Q02556"
3664;"IRF6";29625053;"Multiple";"cancer";2289;"O14896"
3394;"IRF8";31558468;"Hematologic and lymphatic";"cancer";2290;"Q02556"
3418;"IDH2";26824661;"Soft tissue";"cancer";2291;"P48735"
3399;"ID3";14993899;"Multiple";"cancer";2292;"Q02535"
3418;"IDH2";28297679;"Developmental gastrointestinal";"cancer";2293;"P48735"
3418;"IDH2";14993899;"Multiple";"cancer";2294;"P48735"
3418;"IDH2";28667006;"Developmental gastrointestinal";"cancer";2295;"P48735"
3399;"ID3";29489754;"Multiple";"cancer";2296;"Q02535"
3418;"IDH2";24132290;"Multiple";"cancer";2297;"P48735"
3105;"HLA-A";32025015;"Multiple";"cancer";2298;"P04439"
3418;"IDH2";26437031;"Hematologic and lymphatic";"cancer";2299;"P48735"
3105;"HLA-A";28112728;"Gynecologic";"cancer";2300;"P04439"
3418;"IDH2";24390350;"Multiple";"cancer";2301;"P48735"
3399;"ID3";29354286;"Multiple";"cancer";2302;"Q02535"
3106;"HLA-B";29625053;"Multiple";"cancer";2303;"P01889"
3418;"IDH2";29489755;"Multiple";"cancer";2304;"P48735"
3106;"HLA-B";26437031;"Hematologic and lymphatic";"cancer";2305;"P01889"
3664;"IRF6";27158780;"Thoracic";"cancer";2306;"O14896"
3664;"IRF6";24390350;"Multiple";"cancer";2307;"O14896"
3664;"IRF6";21798893;"Head and neck";"cancer";2308;"O14896"
3418;"IDH2";27063598;"Hematologic and lymphatic";"cancer";2309;"P48735"
3664;"IRF6";25855536;"Developmental gastrointestinal";"cancer";2310;"O14896"
3418;"IDH2";26648538;"Hematologic and lymphatic";"cancer";2311;"P48735"
3845;"KRAS";24633157;"Soft tissue";"cancer";2312;"P01116"
3106;"HLA-B";24390350;"Multiple";"cancer";2313;"P01889"
3665;"IRF7";28064239;"Hematologic and lymphatic";"cancer";2314;"Q92985"
3418;"IDH2";26908133;"Hematologic and lymphatic";"cancer";2315;"P48735"
3845;"KRAS";29622464;"Gynecologic";"cancer";2316;"P01116"
3418;"IDH2";27311963;"Multiple";"cancer";2317;"P48735"
3106;"HLA-B";25501392;"Multiple";"cancer";2318;"P01889"
3845;"KRAS";23103869;"Developmental gastrointestinal";"cancer";2319;"P01116"
3418;"IDH2";24325359;"Hematologic and lymphatic";"cancer";2320;"P48735"
3106;"HLA-B";22343534;"Hematologic and lymphatic";"cancer";2321;"P01889"
3845;"KRAS";26950094;"Skin";"cancer";2322;"P01116"
3418;"IDH2";24413734;"Hematologic and lymphatic";"cancer";2323;"P48735"
3667;"IRS1";20601955;"Soft tissue";"cancer";2324;"P35568"
3106;"HLA-B";24390348;"Gynecologic";"cancer";2325;"P01889"
3845;"KRAS";27158780;"Thoracic";"cancer";2326;"P01116"
3418;"IDH2";32494066;"Multiple";"cancer";2327;"P48735"
3667;"IRS1";26648538;"Hematologic and lymphatic";"cancer";2328;"P35568"
3845;"KRAS";22810696;"Core gastrointestinal";"cancer";2329;"P01116"
3418;"IDH2";24413737;"Hematologic and lymphatic";"cancer";2330;"P48735"
3676;"ITGA4";26091043;"Skin";"cancer";2331;"P13612"
3845;"KRAS";23636398;"Gynecologic";"cancer";2332;"P01116"
3418;"IDH2";23770606;"Soft tissue";"cancer";2333;"P48735"
3106;"HLA-B";28112728;"Gynecologic";"cancer";2334;"P01889"
3676;"ITGA4";28296713;"Skin";"cancer";2335;"P13612"
3845;"KRAS";23634996;"Hematologic and lymphatic";"cancer";2336;"P01116"
3418;"IDH2";23539594;"Multiple";"cancer";2337;"P48735"
3682;"ITGAE";25855536;"Developmental gastrointestinal";"cancer";2338;"P38570"
3845;"KRAS";25417114;"Endocrine";"cancer";2339;"P01116"
3685;"ITGAV";14993899;"Multiple";"cancer";2340;"P06756"
3845;"KRAS";25079552;"Thoracic";"cancer";2341;"P01116"
3695;"ITGB7";24390350;"Multiple";"cancer";2342;"P26010"
3845;"KRAS";25079317;"Core gastrointestinal";"cancer";2343;"P01116"
3697;"ITIH1";27149842;"Core gastrointestinal";"cancer";2344;"P19827"
3418;"IDH2";22817890;"Hematologic and lymphatic";"cancer";2345;"P48735"
3845;"KRAS";26824661;"Soft tissue";"cancer";2346;"P01116"
3702;"ITK";20668451;"Thoracic";"cancer";2347;"Q08881"
3845;"KRAS";24185513;"Developmental gastrointestinal";"cancer";2348;"P01116"
3702;"ITK";26258847;"Hematologic and lymphatic";"cancer";2349;"Q08881"
3845;"KRAS";21430775;"Hematologic and lymphatic";"cancer";2350;"P01116"
3429;"IFI27";28249600;"Hematologic and lymphatic";"cancer";2351;"P40305"
3845;"KRAS";26099045;"Gynecologic";"cancer";2352;"P01116"
3707;"ITPKB";23415222;"Hematologic and lymphatic";"cancer";2353;"P27987"
3845;"KRAS";28292439;"Gynecologic";"cancer";2354;"P01116"
3437;"IFIT3";22722829;"Soft tissue";"cancer";2355;"O14879"
3707;"ITPKB";24390350;"Multiple";"cancer";2356;"P27987"
3845;"KRAS";28522256;"Core gastrointestinal";"cancer";2357;"P01116"
3845;"KRAS";21909114;"Hematologic and lymphatic";"cancer";2358;"P01116"
3480;"IGF1R";27135926;"Gynecologic";"cancer";2359;"P08069"
3710;"ITPR3";26909576;"Developmental gastrointestinal";"cancer";2360;"Q14573"
3845;"KRAS";26451490;"Gynecologic";"cancer";2361;"P01116"
3845;"KRAS";26998897;"Core gastrointestinal";"cancer";2362;"P01116"
3480;"IGF1R";27270107;"Soft tissue";"cancer";2363;"P08069"
3845;"KRAS";29895955;"Hematologic and lymphatic";"cancer";2364;"P01116"
3716;"JAK1";29625053;"Multiple";"cancer";2365;"P23458"
3845;"KRAS";22237106;"Hematologic and lymphatic";"cancer";2366;"P01116"
3845;"KRAS";18948947;"Thoracic";"cancer";2367;"P01116"
3845;"KRAS";23583981;"Soft tissue";"cancer";2368;"P01116"
3716;"JAK1";30718927;"Core gastrointestinal";"cancer";2369;"P23458"
3845;"KRAS";22976956;"Hematologic and lymphatic";"cancer";2370;"P01116"
3480;"IGF1R";26939876;"Gynecologic";"cancer";2371;"P08069"
3845;"KRAS";25301631;"Thoracic";"cancer";2372;"P01116"
3716;"JAK1";14993899;"Multiple";"cancer";2373;"P23458"
3845;"KRAS";26121087;"Soft tissue";"cancer";2374;"P01116"
3845;"KRAS";27791010;"Gynecologic";"cancer";2375;"P01116"
3716;"JAK1";27348297;"Gynecologic";"cancer";2376;"P23458"
3845;"KRAS";28297679;"Developmental gastrointestinal";"cancer";2377;"P01116"
3860;"KRT13";26824661;"Soft tissue";"cancer";2378;"P13646"
3716;"JAK1";29489755;"Multiple";"cancer";2379;"P23458"
3845;"KRAS";30718927;"Core gastrointestinal";"cancer";2380;"P01116"
3866;"KRT15";26824661;"Soft tissue";"cancer";2381;"P19012"
3845;"KRAS";14993899;"Multiple";"cancer";2382;"P01116"
3481;"IGF2";25743702;"Endocrine";"cancer";2383;"P01344"
3890;"KRT84";27311963;"Multiple";"cancer";2384;"Q9NSB2"
3482;"IGF2R";24705252;"Soft tissue";"cancer";2385;"P11717"
3845;"KRAS";27149842;"Core gastrointestinal";"cancer";2386;"P01116"
3895;"KTN1";28551381;"Core gastrointestinal";"cancer";2387;"Q86UP2"
3482;"IGF2R";22156295;"Developmental gastrointestinal";"cancer";2388;"P11717"
3845;"KRAS";27348297;"Gynecologic";"cancer";2389;"P01116"
3899;"AFF3";14993899;"Multiple";"cancer";2390;"P51826"
3716;"JAK1";23539594;"Multiple";"cancer";2391;"P23458"
3845;"KRAS";26804919;"Core gastrointestinal";"cancer";2392;"P01116"
3908;"LAMA2";29354286;"Multiple";"cancer";2393;"P24043"
3716;"JAK1";22237106;"Hematologic and lymphatic";"cancer";2394;"P23458"
3845;"KRAS";30107175;"Endocrine";"cancer";2395;"P01116"
3908;"LAMA2";22561520;"Developmental gastrointestinal";"cancer";2396;"P24043"
3717;"JAK2";29625053;"Multiple";"cancer";2397;"O60674"
3516;"RBPJ";28548104;"Core gastrointestinal";"cancer";2398;"Q06330"
3845;"KRAS";22980976;"Thoracic";"cancer";2399;"P01116"
3909;"LAMA3";28296713;"Skin";"cancer";2400;"Q16787"
3717;"JAK2";14993899;"Multiple";"cancer";2401;"O60674"
3845;"KRAS";29489754;"Multiple";"cancer";2402;"P01116"
3910;"LAMA4";21822268;"Urologic";"cancer";2403;"Q16363"
3717;"JAK2";22327622;"Thoracic";"cancer";2404;"O60674"
3845;"KRAS";21822268;"Urologic";"cancer";2405;"P01116"
3910;"LAMA4";24121792;"Urologic";"cancer";2406;"Q16363"
3717;"JAK2";29489755;"Multiple";"cancer";2407;"O60674"
3845;"KRAS";24121792;"Urologic";"cancer";2408;"P01116"
3910;"LAMA4";24896186;"Soft tissue";"cancer";2409;"Q16363"
3845;"KRAS";23334668;"Hematologic and lymphatic";"cancer";2410;"P01116"
3910;"LAMA4";26625313;"Urologic";"cancer";2411;"Q16363"
3845;"KRAS";29354286;"Multiple";"cancer";2412;"P01116"
3912;"LAMB1";27311963;"Multiple";"cancer";2413;"P07942"
3845;"KRAS";26790612;"Head and neck";"cancer";2414;"P01116"
3915;"LAMC1";28256603;"Head and neck";"cancer";2415;"P11047"
3845;"KRAS";22980975;"Thoracic";"cancer";2416;"P01116"
3929;"LBP";28531216;"Core gastrointestinal";"cancer";2417;"P18428"
3717;"JAK2";26648538;"Hematologic and lymphatic";"cancer";2418;"O60674"
3845;"KRAS";18772397;"Developmental gastrointestinal";"cancer";2419;"P01116"
3551;"IKBKB";14993899;"Multiple";"cancer";2420;"O14920"
3932;"LCK";14993899;"Multiple";"cancer";2421;"P06239"
3717;"JAK2";26908133;"Hematologic and lymphatic";"cancer";2422;"O60674"
3845;"KRAS";20826764;"Gynecologic";"cancer";2423;"P01116"
3551;"IKBKB";26437031;"Hematologic and lymphatic";"cancer";2424;"O14920"
3953;"LEPR";28362259;"Multiple";"cancer";2425;"P48357"
3717;"JAK2";24325359;"Hematologic and lymphatic";"cancer";2426;"O60674"
3845;"KRAS";23817572;"Soft tissue";"cancer";2427;"P01116"
3954;"LETM1";23583981;"Soft tissue";"cancer";2428;"O95202"
3717;"JAK2";32494066;"Multiple";"cancer";2429;"O60674"
3845;"KRAS";29945994;"Core gastrointestinal";"cancer";2430;"P01116"
3955;"LFNG";25501392;"Multiple";"cancer";2431;"Q8NES3"
3845;"KRAS";28667006;"Developmental gastrointestinal";"cancer";2432;"P01116"
3551;"IKBKB";27311963;"Multiple";"cancer";2433;"O14920"
3717;"JAK2";23539594;"Multiple";"cancer";2434;"O60674"
3956;"LGALS1";26451490;"Gynecologic";"cancer";2435;"P09382"
3845;"KRAS";27687306;"Thoracic";"cancer";2436;"P01116"
3551;"IKBKB";26258846;"Developmental gastrointestinal";"cancer";2437;"O14920"
3718;"JAK3";29625053;"Multiple";"cancer";2438;"P52333"
3977;"LIFR";24132290;"Multiple";"cancer";2439;"P42702"
3845;"KRAS";20668451;"Developmental gastrointestinal";"cancer";2440;"P01116"
3718;"JAK3";23263491;"Hematologic and lymphatic";"cancer";2441;"P52333"
3984;"LIMK1";27149842;"Core gastrointestinal";"cancer";2442;"P53667"
3845;"KRAS";20668451;"Gynecologic";"cancer";2443;"P01116"
3993;"LLGL2";27311963;"Multiple";"cancer";2444;"Q6P1M3"
3718;"JAK3";14993899;"Multiple";"cancer";2445;"P52333"
3845;"KRAS";20668451;"Thoracic";"cancer";2446;"P01116"
3996;"LLGL1";26683228;"Skin";"cancer";2447;"Q15334"
3718;"JAK3";26437031;"Hematologic and lymphatic";"cancer";2448;"P52333"
3845;"KRAS";24132290;"Multiple";"cancer";2449;"P01116"
4004;"LMO1";14993899;"Multiple";"cancer";2450;"P25800"
3718;"JAK3";29489755;"Multiple";"cancer";2451;"P52333"
3845;"KRAS";26214590;"Skin";"cancer";2452;"P01116"
4005;"LMO2";14993899;"Multiple";"cancer";2453;"P25791"
3845;"KRAS";25576899;"Endocrine";"cancer";2454;"P01116"
4005;"LMO2";29489755;"Multiple";"cancer";2455;"P25791"
3845;"KRAS";23415222;"Hematologic and lymphatic";"cancer";2456;"P01116"
3552;"IL1A";20668451;"Thoracic";"cancer";2457;"P01583"
4009;"LMX1A";18772396;"Soft tissue";"cancer";2458;"Q8TE12"
3845;"KRAS";26466571;"Hematologic and lymphatic";"cancer";2459;"P01116"
3553;"IL1B";22156295;"Developmental gastrointestinal";"cancer";2460;"P01584"
4026;"LPP";30606723;"Hematologic and lymphatic";"cancer";2461;"Q93052"
3845;"KRAS";24390350;"Multiple";"cancer";2462;"P01116"
3561;"IL2RG";18772397;"Developmental gastrointestinal";"cancer";2463;"P31785"
4026;"LPP";14993899;"Multiple";"cancer";2464;"Q93052"
3845;"KRAS";25501392;"Multiple";"cancer";2465;"P01116"
4026;"LPP";25501392;"Multiple";"cancer";2466;"Q93052"
3845;"KRAS";24997986;"Developmental gastrointestinal";"cancer";2467;"P01116"
3718;"JAK3";26457647;"Hematologic and lymphatic";"cancer";2468;"P52333"
4033;"IRAG2";29354286;"Multiple";"cancer";2469;"Q12912"
3845;"KRAS";26503331;"Thoracic";"cancer";2470;"P01116"
3718;"JAK3";23539594;"Multiple";"cancer";2471;"P52333"
4035;"LRP1";27063598;"Hematologic and lymphatic";"cancer";2472;"Q07954"
3566;"IL4R";26824661;"Soft tissue";"cancer";2473;"P24394"
3718;"JAK3";22237106;"Hematologic and lymphatic";"cancer";2474;"P52333"
4045;"LSAMP";27311963;"Multiple";"cancer";2475;"Q13449"
3725;"JUN";14993899;"Multiple";"cancer";2476;"P05412"
3845;"KRAS";28098136;"Head and neck";"cancer";2477;"P01116"
3735;"KARS1";27158780;"Thoracic";"cancer";2478;"Q15046"
3845;"KRAS";24952746;"Head and neck";"cancer";2479;"P01116"
3572;"IL6ST";29625053;"Multiple";"cancer";2480;"P40189"
3739;"KCNA4";27313181;"Core gastrointestinal";"cancer";2481;"P22459"
3845;"KRAS";22327622;"Core gastrointestinal";"cancer";2482;"P01116"
4048;"LTA4H";19657110;"Hematologic and lymphatic";"cancer";2483;"P09960"
3572;"IL6ST";14993899;"Multiple";"cancer";2484;"P40189"
3742;"KCNA6";21798893;"Head and neck";"cancer";2485;"P17658"
3845;"KRAS";22327622;"Thoracic";"cancer";2486;"P01116"
4050;"LTB";31444325;"Hematologic and lymphatic";"cancer";2487;"Q06643"
3572;"IL6ST";27311963;"Multiple";"cancer";2488;"P40189"
3845;"KRAS";29622466;"Core gastrointestinal";"cancer";2489;"P01116"
3757;"KCNH2";27311963;"Multiple";"cancer";2490;"Q12809"
4053;"LTBP2";27236916;"Endocrine";"cancer";2491;"Q14767"
3572;"IL6ST";28622513;"Developmental gastrointestinal";"cancer";2492;"P40189"
3845;"KRAS";29489755;"Multiple";"cancer";2493;"P01116"
3762;"KCNJ5";14993899;"Multiple";"cancer";2494;"P48544"
4058;"LTK";20601955;"Soft tissue";"cancer";2495;"P29376"
3575;"IL7R";29625053;"Multiple";"cancer";2496;"P16871"
3845;"KRAS";26648538;"Hematologic and lymphatic";"cancer";2497;"P01116"
3765;"KCNJ9";27311963;"Multiple";"cancer";2498;"Q92806"
4058;"LTK";18948947;"Thoracic";"cancer";2499;"P29376"
3845;"KRAS";31444325;"Hematologic and lymphatic";"cancer";2500;"P01116"
3775;"KCNK1";28362259;"Multiple";"cancer";2501;"O00180"
4060;"LUM";24120142;"Soft tissue";"cancer";2502;"P51884"
4066;"LYL1";14993899;"Multiple";"cancer";2503;"P12980"
3781;"KCNN2";29354286;"Multiple";"cancer";2504;"Q9H2S1"
4067;"LYN";26886259;"Hematologic and lymphatic";"cancer";2505;"P07948"
3575;"IL7R";28256603;"Head and neck";"cancer";2506;"P16871"
4087;"SMAD2";29625053;"Multiple";"cancer";2507;"Q15796"
3845;"KRAS";26908133;"Hematologic and lymphatic";"cancer";2508;"P01116"
3575;"IL7R";14993899;"Multiple";"cancer";2509;"P16871"
4087;"SMAD2";22810696;"Core gastrointestinal";"cancer";2510;"Q15796"
3845;"KRAS";27311963;"Multiple";"cancer";2511;"P01116"
3575;"IL7R";27149842;"Core gastrointestinal";"cancer";2512;"P16871"
3782;"KCNN3";26451490;"Gynecologic";"cancer";2513;"Q9UGI6"
4087;"SMAD2";25079317;"Core gastrointestinal";"cancer";2514;"Q15796"
3575;"IL7R";24390350;"Multiple";"cancer";2515;"P16871"
4087;"SMAD2";14993899;"Multiple";"cancer";2516;"Q15796"
3782;"KCNN3";28128360;"Multiple";"cancer";2517;"Q9UGI6"
4087;"SMAD2";27149842;"Core gastrointestinal";"cancer";2518;"Q15796"
3786;"KCNQ3";30718927;"Core gastrointestinal";"cancer";2519;"O43525"
3845;"KRAS";26258846;"Developmental gastrointestinal";"cancer";2520;"P01116"
4087;"SMAD2";24132290;"Multiple";"cancer";2521;"Q15796"
3786;"KCNQ3";27595477;"Core gastrointestinal";"cancer";2522;"O43525"
3845;"KRAS";31320640;"Skin";"cancer";2523;"P01116"
3575;"IL7R";29489755;"Multiple";"cancer";2524;"P16871"
4087;"SMAD2";24390350;"Multiple";"cancer";2525;"Q15796"
3786;"KCNQ3";31954095;"Multiple";"cancer";2526;"O43525"
3845;"KRAS";27135926;"Gynecologic";"cancer";2527;"P01116"
4087;"SMAD2";29622466;"Core gastrointestinal";"cancer";2528;"Q15796"
4087;"SMAD2";27311963;"Multiple";"cancer";2529;"Q15796"
4087;"SMAD2";28551381;"Core gastrointestinal";"cancer";2530;"Q15796"
3575;"IL7R";22237106;"Hematologic and lymphatic";"cancer";2531;"P16871"
3791;"KDR";18948947;"Thoracic";"cancer";2532;"P35968"
4087;"SMAD2";23539594;"Multiple";"cancer";2533;"Q15796"
3845;"KRAS";22561520;"Developmental gastrointestinal";"cancer";2534;"P01116"
3579;"CXCR2";27311963;"Multiple";"cancer";2535;"P25025"
3791;"KDR";28297679;"Developmental gastrointestinal";"cancer";2536;"P35968"
4088;"SMAD3";26909576;"Developmental gastrointestinal";"cancer";2537;"P84022"
3597;"IL13RA1";22895193;"Core gastrointestinal";"cancer";2538;"P78552"
3845;"KRAS";24413735;"Hematologic and lymphatic";"cancer";2539;"P01116"
3791;"KDR";14993899;"Multiple";"cancer";2540;"P35968"
4088;"SMAD3";14993899;"Multiple";"cancer";2541;"P84022"
3607;"FOXK2";25501392;"Multiple";"cancer";2542;"Q01167"
3791;"KDR";20668451;"Thoracic";"cancer";2543;"P35968"
4088;"SMAD3";29622466;"Core gastrointestinal";"cancer";2544;"P84022"
3845;"KRAS";25961940;"Hematologic and lymphatic";"cancer";2545;"P01116"
4088;"SMAD3";27135926;"Gynecologic";"cancer";2546;"P84022"
3845;"KRAS";27161491;"Gynecologic";"cancer";2547;"P01116"
3621;"ING1";27149842;"Core gastrointestinal";"cancer";2548;"Q9UK53"
4089;"SMAD4";26909576;"Developmental gastrointestinal";"cancer";2549;"Q13485"
3621;"ING1";24390350;"Multiple";"cancer";2550;"Q9UK53"
4089;"SMAD4";29625053;"Multiple";"cancer";2551;"Q13485"
3791;"KDR";27311963;"Multiple";"cancer";2552;"P35968"
4089;"SMAD4";23103869;"Developmental gastrointestinal";"cancer";2553;"Q13485"
3791;"KDR";24755198;"Skin";"cancer";2554;"P35968"
3621;"ING1";27311963;"Multiple";"cancer";2555;"Q9UK53"
3845;"KRAS";24974848;"Hematologic and lymphatic";"cancer";2556;"P01116"
3624;"INHBA";18948947;"Thoracic";"cancer";2557;"P08476"
3845;"KRAS";32025015;"Multiple";"cancer";2558;"P01116"
4089;"SMAD4";27158780;"Thoracic";"cancer";2559;"Q13485"
3845;"KRAS";28988769;"Urologic";"cancer";2560;"P01116"
4089;"SMAD4";22810696;"Core gastrointestinal";"cancer";2561;"Q13485"
3792;"KEL";29625053;"Multiple";"cancer";2562;"P23276"
4089;"SMAD4";25079317;"Core gastrointestinal";"cancer";2563;"Q13485"
3792;"KEL";24120142;"Soft tissue";"cancer";2564;"P23276"
4089;"SMAD4";23525077;"Core gastrointestinal";"cancer";2565;"Q13485"
3792;"KEL";26824661;"Soft tissue";"cancer";2566;"P23276"
3845;"KRAS";32494066;"Multiple";"cancer";2567;"P01116"
3845;"KRAS";26154128;"Developmental gastrointestinal";"cancer";2568;"P01116"
3792;"KEL";24390350;"Multiple";"cancer";2569;"P23276"
3801;"KIFC3";27311963;"Multiple";"cancer";2570;"Q9BVG8"
3845;"KRAS";22895193;"Core gastrointestinal";"cancer";2571;"P01116"
3845;"KRAS";29898407;"Urologic";"cancer";2572;"P01116"
3845;"KRAS";22722201;"Gynecologic";"cancer";2573;"P01116"
3811;"KIR3DL1";27311963;"Multiple";"cancer";2574;"P43629"
3815;"KIT";29625053;"Multiple";"cancer";2575;"P10721"
3845;"KRAS";26457647;"Hematologic and lymphatic";"cancer";2576;"P01116"
3815;"KIT";20601955;"Soft tissue";"cancer";2577;"P10721"
