"drivers_id";"driver_type";"primary_site";"cancer_type";"method"
5188;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
5189;"cancer";"kidney";"renal_cancer_(all_histologies)";"MutSig, Literature-based"
5190;"cancer";"uterus";"uterine_carcinosarcoma";"MutSig"
5191;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
5192;"cancer";"stomach";"diffuse_gastric_adenocarcinoma";"MutSig"
5193;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
5194;"cancer";"blood";"cutaneous_T_cell_lymphoma";"MuSiC"
5195;"cancer";"multiple";"";"-"
5196;"cancer";"breast";"breast_cancer";"MutSig"
5197;"cancer";"multiple";"";"-"
5198;"cancer";"esophagus";"esophageal_adenocarcinoma";"MutSig"
5199;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
5200;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
5201;"cancer";"blood";"multiple_myeloma";"dNdScv"
5202;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5203;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
5204;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5205;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5206;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5207;"cancer";"multiple";"";"-"
5208;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5209;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5210;"cancer";"multiple";"";"-"
5211;"cancer";"kidney";"clear_cell_renal_cancer";"Literature-based"
5212;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific"
5213;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
5214;"cancer";"multiple";"";"-"
5215;"cancer";"uterus";"endometrial_cancer";"MutSig"
5216;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
5217;"cancer";"small_intestine";"ampullary_adenocarcinoma";"MutSig"
5218;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
5219;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
5220;"cancer";"breast";"breast_cancer";"MutSig"
5221;"cancer";"bladder";"bladder_cancer";"Wood-based, Recurrence-based"
5222;"cancer";"uterus";"endometrial_cancer";"MutSig"
5223;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based"
5224;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5225;"cancer";"bladder";"bladder_cancer";"Wood-based"
5226;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5227;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
5228;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
5229;"cancer";"lung";"lung_adenocarcinoma";"InVEx"
5230;"cancer";"brain";"pan-glioma";"MutSig"
5231;"cancer";"blood";"natural_killer/T_cell_lymphoma";"MuSiC"
5232;"cancer";"multiple";"";"-"
5233;"cancer";"hepatobiliary";"cholangiocarcinoma";"Wood-based"
5234;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5235;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based"
5236;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
5237;"cancer";"ovary";"ovarian_clear-cell_carcinoma";"Recurrence-based"
5238;"cancer";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based"
5239;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
5240;"cancer";"multiple";"";"-"
5241;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
5242;"cancer";"multiple";"";"-"
5243;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5244;"cancer";"blood";"chronic_myelomonocytic_leukemia";"DrGap"
5245;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5246;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5247;"cancer";"uterus";"clear_cell_endometrial_cancer";"Recurrence-based"
5248;"cancer";"blood";"juvenile_myelomonocytic_leukemia";"Paper-specific, Literature-based"
5249;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
5250;"cancer";"blood";"myelodysplasia";"Recurrence-based"
5251;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
5252;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5253;"cancer";"pan-gastric";"pan-gastric";"MutSig2CV"
5254;"cancer";"uterus";"endometrial_cancer";"MuSiC"
5255;"cancer";"blood";"burkitt lymphoma";"IntOGen"
5256;"cancer";"blood";"acute_promyelocytic_leukemia";"Paper-specific"
5257;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
5258;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5259;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
5260;"cancer";"blood";"burkitt lymphoma";"Recurrence-based"
5261;"cancer";"bladder";"bladder_cancer";"MutSig"
5262;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
5263;"cancer";"breast";"breast_cancer";"Recurrence-based"
5264;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5265;"cancer";"ovary";"endometrioid_ovarian_cancer";"MutSigCV"
5266;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
5267;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5268;"cancer";"breast";"breast_cancer";"Paper-specific"
5269;"cancer";"bladder";"bladder_cancer";"MutSig"
5270;"cancer";"brain";"medulloblastoma";"MuSiC"
5271;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5272;"cancer";"stomach";"mucinous_gastric_cancer";"Recurrence-based"
5273;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5274;"cancer";"multiple";"";""
5275;"cancer";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based"
5276;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
5277;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5278;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
5279;"cancer";"blood";"follicular_lymphoma";"MuSiC"
5280;"cancer";"esophagus";"esophageal_adenocarcinoma";"MutSigCV"
5281;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
5282;"cancer";"skin";"desmoplastic_melanoma";"Recurrence-based, Literature-based"
5283;"cancer";"uterus";"uterine_carcinosarcoma";"MutSig"
5284;"cancer";"breast";"breast_cancer";"Greenman-based"
5285;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
5286;"cancer";"esophagus";"esophageal_(squamous_and_adenocarcinoma)";"MutSig"
5287;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
5288;"cancer";"multiple";"pan-cancer_adult";"ExInAtor"
5289;"cancer";"cervix";"cervical_cancer_(all_histologies)";"MutSig"
5290;"cancer";"esophagus";"esophageal_adenocarcinoma";"ActiveDriverWGS, Paper-specific"
5291;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
5292;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5293;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5294;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
5295;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
5296;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
5297;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
5298;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5299;"cancer";"multiple";"";"-"
5300;"cancer";"multiple";"";"-"
5301;"cancer";"brain";"diffuse_intrinsic_pontine_glioma";"Recurrence-based"
5302;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
5303;"cancer";"stomach";"gastric_adenocarcinoma";"Wood-based"
5304;"cancer";"brain";"astrocytoma";"Recurrence-based"
5305;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5306;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
5307;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5308;"cancer";"stomach";"gastric_adenocarcinoma";"Wood-based"
5309;"cancer";"stomach";"gastric_adenocarcinoma";"Youn-based"
5310;"cancer";"blood";"follicular_lymphoma";"MuSiC"
5311;"cancer";"esophagus";"esophageal_adenocarcinoma";"Recurrence-based"
5312;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
5313;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5314;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
5315;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MuSiC"
5316;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5317;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
5318;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5319;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5320;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
5321;"cancer";"brain";"diffuse_intrinsic_pontine_glioma";"Recurrence-based"
5322;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
5323;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
5324;"cancer";"brain";"astrocytoma";"Recurrence-based"
5325;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5326;"cancer";"lung";"lung_adenocarcinoma";"Literature-based"
5327;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5328;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5329;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
5330;"cancer";"multiple";"";"-"
5331;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
5332;"cancer";"multiple";"";"-"
5333;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
5334;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5335;"cancer";"bladder";"bladder_cancer";"Wood-based"
5336;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5337;"cancer";"multiple";"";"-"
5338;"cancer";"kidney";"clear_cell_renal_cancer";"MuSiC"
5339;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5340;"cancer";"peripheral_nervous_system";"malignant_peripheral_nerve_sheath_tumour";"Recurrence-based"
5341;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
5342;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5343;"cancer";"multiple";"pan-cancer_paediatric";"GRIN, MutSig"
5344;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5345;"cancer";"bladder";"bladder_cancer";"MutSig"
5346;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5347;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5348;"cancer";"brain";"diffuse_intrinsic_pontine_glioma";"Recurrence-based"
5349;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5350;"cancer";"blood";"acute_lymphoblastic_leukemia";"Recurrence-based"
5351;"cancer";"multiple";"";"-"
5352;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5353;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
5354;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5355;"cancer";"multiple";"";"-"
5356;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5357;"cancer";"blood";"acute_lymphocytic_leukemia";"Recurrence-based"
5358;"cancer";"small_intestine";"ampullary_adenocarcinoma";"MutSig"
5359;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5360;"cancer";"skin";"melanoma";"Paper-specific"
5361;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based"
5362;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5363;"cancer";"skin";"melanoma";"Paper-specific"
5364;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Recurrence-based, Literature-based"
5365;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5366;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5367;"cancer";"breast";"breast_cancer";"Paper-specific"
5368;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
5369;"cancer";"multiple";"";"-"
5370;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5371;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"Paper-specific"
5372;"cancer";"blood";"follicular_lymphoma";"MuSiC"
5373;"cancer";"multiple";"";""
5374;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5375;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5376;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
5377;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5378;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5379;"cancer";"multiple";"pan-cancer_adult";"DriverPower"
5380;"cancer";"prostate";"prostate_cancer";"MutSig"
5381;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
5382;"cancer";"blood";"non-Hodgkin_lymphoma";"Greenman-based"
5383;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
5384;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig"
5385;"cancer";"blood";"follicular_lymphoma";"Recurrence-based"
5386;"cancer";"uterus";"uterine_carcinosarcoma";"MutSig"
5387;"cancer";"multiple";"";"-"
5388;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5389;"cancer";"prostate";"prostate_cancer";"Recurrence-based"
5390;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig"
5391;"cancer";"blood";"chronic_myeloid_leukemia";"Recurrence-based, Literature-based"
5392;"cancer";"multiple";"";"-"
5393;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5394;"cancer";"brain";"glioblastoma";"Paper-specific"
5395;"cancer";"uterus";"endometrial_cancer";"MutSig"
5396;"cancer";"multiple";"";"-"
5397;"cancer";"multiple";"";"-"
5398;"cancer";"prostate";"prostate_cancer";"Wood-based"
5399;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
5400;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5401;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5402;"cancer";"stomach";"gastric_adenocarcinoma";"Recurrence-based"
5403;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5404;"cancer";"brain";"glioblastoma";"InVEx, MutSig"
5405;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5406;"cancer";"kidney";"clear_cell_renal_cancer";"Literature-based"
5407;"cancer";"uterus";"serous_endometrial_cancer";"Recurrence-based"
5408;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
5409;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5410;"cancer";"uterus";"clear_cell_endometrial_cancer";"Recurrence-based"
5411;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5412;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
5413;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
5414;"cancer";"uterus";"endometrial_cancer";"MutSig"
5415;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5416;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5417;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5418;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5419;"cancer";"skin";"melanoma";"OncodriveFML"
5420;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5421;"cancer";"prostate";"prostate_cancer";"MutSig"
5422;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
5423;"cancer";"pleura";"malignant pleural mesothelioma";"MuSiC"
5424;"cancer";"multiple";"";""
5425;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
5426;"cancer";"kidney";"clear_cell_renal_cancer";"MutSig"
5427;"cancer";"prostate";"prostate_cancer";"MutSig"
5428;"cancer";"hepatobiliary";"cholangiocarcinoma";"Recurrence-based"
5429;"cancer";"multiple";"";"-"
5430;"cancer";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific"
5431;"cancer";"kidney";"renal_cancer_(all_histologies)";"MutSig, Literature-based"
5432;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5433;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSig"
5434;"cancer";"brain";"glioblastoma";"MutComFocal"
5435;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5436;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5437;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5438;"cancer";"blood";"acute_promyelocytic_leukemia";"Recurrence-based"
5439;"cancer";"thyroid";"anaplastic_thyroid_carcinoma";"Recurrence-based, Literature-based"
5440;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
5441;"cancer";"multiple";"";"-"
5442;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
5443;"cancer";"blood";"acute_myeloid_leukemia";"Recurrence-based"
5444;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5445;"cancer";"kidney";"clear_cell_renal_cancer";"Literature-based"
5446;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
5447;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5448;"cancer";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc"
5449;"cancer";"kidney";"clear_cell_renal_cancer";"Wood-based"
5450;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5451;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5452;"cancer";"skin";"melanoma";"InVEx, MutSig"
5453;"cancer";"pleura";"malignant pleural mesothelioma";"MutSig2CV"
5454;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5455;"cancer";"kidney";"clear_cell_renal_cancer";"MutSig"
5456;"cancer";"hepatobiliary";"cholangiocarcinoma";"Wood-based"
5457;"cancer";"skin";"melanoma";"InVEx"
5458;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5459;"cancer";"colorectal";"colorectal_adenocarcinoma";"MutSig"
5460;"cancer";"uvea";"melanoma";"Recurrence-based, Literature-based"
5461;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5462;"cancer";"multiple";"pan-cancer_adult";"ncdDetect"
5463;"cancer";"hepatobiliary";"cholangiocarcinoma";"MutSigCV, IntOGen"
5464;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5465;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5466;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5467;"cancer";"multiple";"pan-cancer_adult";"MuSiC"
5468;"cancer";"skin";"melanoma";"Recurrence-based"
5469;"cancer";"brain";"medulloblastoma";"MutSig"
5470;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
5471;"cancer";"lung";"lung_cancer_(all_histologies)";"MutSig"
5472;"cancer";"hepatobiliary";"hepatocellular_carcinoma, cholangiocarcinoma";"Literature-based"
5473;"cancer";"brain";"pan-glioma";"MutSig"
5474;"cancer";"esophagus";"esophageal_squamous_carcinoma";"MutSig"
5475;"cancer";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific"
5476;"cancer";"bone";"osteosarcoma";"Recurrence-based, IntOGen"
5477;"cancer";"multiple";"";"-"
5478;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5479;"cancer";"multiple";"";"-"
5480;"cancer";"kidney";"papillary_renal_cell_carcinoma";"MutSig, IntOGen"
5481;"cancer";"multiple";"pan-cancer_adult";"ncDriver"
5482;"cancer";"brain";"oligodendroglioma";"Recurrence-based"
5483;"cancer";"kidney";"papillary_renal_cell_carcinoma";"MutSig, IntOGen"
5484;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5485;"cancer";"breast";"breast_cancer";"Greenman-based"
5486;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5487;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
5488;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5489;"cancer";"head_and_neck";"nasopharyngeal_carcinoma";"MutSig"
5490;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
5491;"cancer";"bladder";"bladder_cancer";"MutSig"
5492;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5493;"cancer";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based"
5494;"cancer";"hepatobiliary";"biliary_tract_cancer";"MutSig"
5495;"cancer";"breast";"breast_cancer";"MutSig"
5496;"cancer";"multiple";"pan-cancer_adult";"HOTNET2"
5497;"cancer";"brain";"low_grade_glioma";"MutSig"
5498;"cancer";"skin";"mucosal_melanoma";"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based"
5499;"cancer";"multiple";"";"-"
5500;"cancer";"stomach";"gastric_adenocarcinoma";"Youn-based"
5501;"cancer";"brain";"pan-glioma";"MutSig"
5502;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific"
5503;"cancer";"kidney";"clear_cell_renal_cancer";"Paper-specific"
5504;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5505;"cancer";"multiple";"";"-"
5506;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5507;"cancer";"breast";"breast_cancer";"MutSig"
5508;"cancer";"breast";"breast_cancer";"Recurrence-based"
5509;"cancer";"multiple";"pan-cancer_adult";"PanSoftWare"
5510;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5511;"cancer";"multiple";"";"-"
5512;"cancer";"thymus";"thymic_carcinoma";"Recurrence-based"
5513;"cancer";"thyroid";"papillary_thyroid_cancer";"MutSig"
5514;"cancer";"multiple";"pan-cancer_paediatric";"MuSiC"
5515;"cancer";"multiple";"pan-cancer_adult";"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver"
5516;"cancer";"blood";"multiple_myeloma";"dNdScv"
5517;"cancer";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D"
5518;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5519;"cancer";"uvea";"melanoma";"MutSig"
5520;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5521;"cancer";"multiple";"";"-"
5522;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5523;"cancer";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based"
5524;"cancer";"multiple";"";""
5525;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5526;"cancer";"brain";"medulloblastoma";"MuSiC"
5527;"cancer";"kidney";"clear_cell_renal_cancer";"MuSiC"
5528;"cancer";"multiple";"";""
5529;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5530;"cancer";"brain";"diffuse_intrinsic_pontine_glioma";"Recurrence-based"
5531;"cancer";"uvea";"uveal_melanoma";"Recurrence-based"
5532;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5533;"cancer";"prostate";"prostate_cancer";"MutSig"
5534;"cancer";"brain";"paediatric_high-grade_glioma";"Recurrence-based"
5535;"cancer";"breast";"breast_cancer";"Greenman-based"
5536;"cancer";"blood";"chronic_lymphocytic_leukemia";"MutSig"
5537;"cancer";"multiple";"";"-"
5538;"cancer";"kidney";"papillary_renal_cell_carcinoma";"MutSig"
5539;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5540;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5541;"cancer";"brain";"glioma";"Recurrence-based"
5542;"cancer";"blood";"dlblc, follicular_lymphoma";"Paper-specific"
5543;"cancer";"hepatobiliary";"hepatocellular_carcinoma";"MutSig, Recurrence-based"
5544;"cancer";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig"
5545;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5546;"cancer";"multiple";"";"-"
5547;"cancer";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20"
5548;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5549;"cancer";"breast";"breast_cancer";"Recurrence-based, Literature-based"
5550;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5551;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5552;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5553;"cancer";"multiple";"pan-cancer_adult";"MutSig"
5554;"cancer";"pancreas";"pancreatic_ductal_adenocarcinoma";"Recurrence-based"
5555;"cancer";"blood";"cutaneous_DLBCL";"MuSiC"
5556;"cancer";"peripheral_nervous_system";"neuroblastoma";"Paper-specific"
5557;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5558;"cancer";"breast";"breast_cancer";"SeqSig"
5559;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5560;"cancer";"blood";"diffuse_large_B-cell_lymphoma";"MutSig"
5561;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5562;"cancer";"multiple";"pan-cancer_adult";"MutSigCV, 20/20"
5563;"cancer";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based"
5564;"cancer";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based"
5565;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
5566;"cancer";"penis";"penile_squamous_cancer";"IntOGen, Literature-based"
5567;"cancer";"brain";"meningioma";"Recurrence-based"
5568;"cancer";"skin";"melanoma";"Paper-specific"
5569;"cancer";"brain";"glioblastoma";"Wood-based"
5570;"cancer";"multiple";"";"-"
5571;"cancer";"multiple";"";"-"
5572;"cancer";"multiple";"pan-cancer_adult";"OncodriveFML"
