"AC_m";"id_pos";"AC_p"
"PS50853";9766;"Q58EX2"
"PS50853";9767;"Q58EX2"
"PS00633";408;"Q58F21"
"PS00633";413;"Q58F21"
"PS50014";407;"Q58F21"
"PS50014";410;"Q58F21"
"PS51525";416;"Q58F21"
"PS01358";11542;"Q5FWF4"
"PS50199";11540;"Q5FWF4"
"PS51192";11537;"Q5FWF4"
"PS51194";11538;"Q5FWF4"
"PS50088";10803;"Q5H9F3"
"PS50088";10805;"Q5H9F3"
"PS50297";10802;"Q5H9F3"
"PS51192";11836;"Q5H9U9"
"PS51194";11838;"Q5H9U9"
"PS00028";12828;"Q5JPB2"
"PS00028";12833;"Q5JPB2"
"PS50157";12826;"Q5JPB2"
"PS50157";12831;"Q5JPB2"
"PS50088";13837;"Q5JPF3"
"PS50088";13839;"Q5JPF3"
"PS50088";13842;"Q5JPF3"
"PS50088";13844;"Q5JPF3"
"PS50088";13846;"Q5JPF3"
"PS50297";13835;"Q5JPF3"
"PS51746";13953;"Q5JR12"
"PS00039";13035;"Q5JSJ4"
"PS50234";13033;"Q5JSJ4"
"PS51882";1830;"Q5JWF2"
"PS50835";13880;"Q5JXA9"
"PS50835";13881;"Q5JXA9"
"PS50021";11982;"Q5M775"
"PS00518";14248;"Q5M7Z0"
"PS50089";14247;"Q5M7Z0"
"PS00107";12496;"Q5S007"
"PS00108";12499;"Q5S007"
"PS00626";12501;"Q5S007"
"PS50011";12494;"Q5S007"
"PS51424";12492;"Q5S007"
"PS51450";12457;"Q5S007"
"PS51450";12458;"Q5S007"
"PS51450";12461;"Q5S007"
"PS51450";12463;"Q5S007"
"PS51450";12465;"Q5S007"
"PS51450";12468;"Q5S007"
"PS51450";12471;"Q5S007"
"PS51450";12480;"Q5S007"
"PS51450";12483;"Q5S007"
"PS51450";12486;"Q5S007"
"PS51450";12489;"Q5S007"
"PS01032";13080;"Q5SGD2"
"PS51746";13077;"Q5SGD2"
"PS00178";10418;"Q5ST30"
"PS50006";7583;"Q5SW79"
"PS50003";11209;"Q5SXH7"
"PS51854";14061;"Q5SZK8"
"PS51854";14062;"Q5SZK8"
"PS51854";14063;"Q5SZK8"
"PS51854";14064;"Q5SZK8"
"PS51854";14065;"Q5SZK8"
"PS51854";14066;"Q5SZK8"
"PS51854";14067;"Q5SZK8"
"PS51854";14068;"Q5SZK8"
"PS51854";14069;"Q5SZK8"
"PS51854";14070;"Q5SZK8"
"PS51854";14071;"Q5SZK8"
"PS51854";14072;"Q5SZK8"
"PS00028";13025;"Q5T0B9"
"PS00028";13043;"Q5T0B9"
"PS00028";13047;"Q5T0B9"
"PS00028";13051;"Q5T0B9"
"PS00028";13055;"Q5T0B9"
"PS00028";13059;"Q5T0B9"
"PS50157";13011;"Q5T0B9"
"PS50157";13028;"Q5T0B9"
"PS50157";13045;"Q5T0B9"
"PS50157";13049;"Q5T0B9"
"PS50157";13053;"Q5T0B9"
"PS50157";13057;"Q5T0B9"
"PS00213";12754;"Q5T0D9"
"PS51791";12751;"Q5T0D9"
"PS50005";12173;"Q5T0N1"
"PS50005";12179;"Q5T0N1"
"PS50005";12182;"Q5T0N1"
"PS50005";12185;"Q5T0N1"
"PS50005";12193;"Q5T0N1"
"PS50005";12213;"Q5T0N1"
"PS50005";12216;"Q5T0N1"
"PS50293";12176;"Q5T0N1"
"PS50293";12190;"Q5T0N1"
"PS00189";9833;"Q5T0N5"
"PS50002";9834;"Q5T0N5"
"PS51741";9831;"Q5T0N5"
"PS51860";9832;"Q5T0N5"
"PS00010";13285;"Q5T1H1"
"PS00010";14117;"Q5T1H1"
"PS00010";14123;"Q5T1H1"
"PS00010";14127;"Q5T1H1"
"PS00010";14135;"Q5T1H1"
"PS00010";14140;"Q5T1H1"
"PS00010";14147;"Q5T1H1"
"PS00022";13276;"Q5T1H1"
"PS00022";13287;"Q5T1H1"
"PS00022";13301;"Q5T1H1"
"PS00022";13310;"Q5T1H1"
"PS00022";13315;"Q5T1H1"
"PS00022";13323;"Q5T1H1"
"PS00022";13330;"Q5T1H1"
"PS00022";13353;"Q5T1H1"
"PS00022";13359;"Q5T1H1"
"PS00022";14102;"Q5T1H1"
"PS00022";14105;"Q5T1H1"
"PS00022";14108;"Q5T1H1"
"PS00022";14113;"Q5T1H1"
"PS00022";14119;"Q5T1H1"
"PS00022";14124;"Q5T1H1"
"PS00022";14128;"Q5T1H1"
"PS00022";14131;"Q5T1H1"
"PS00022";14133;"Q5T1H1"
"PS00022";14136;"Q5T1H1"
"PS00022";14141;"Q5T1H1"
"PS00022";14143;"Q5T1H1"
"PS00022";14148;"Q5T1H1"
"PS00022";14152;"Q5T1H1"
"PS01186";13278;"Q5T1H1"
"PS01186";13290;"Q5T1H1"
"PS01186";13293;"Q5T1H1"
"PS01186";13325;"Q5T1H1"
"PS01186";13362;"Q5T1H1"
"PS01186";14103;"Q5T1H1"
"PS01186";14106;"Q5T1H1"
"PS01186";14111;"Q5T1H1"
"PS01186";14118;"Q5T1H1"
"PS01186";14120;"Q5T1H1"
"PS01186";14129;"Q5T1H1"
"PS01186";14137;"Q5T1H1"
"PS01186";14144;"Q5T1H1"
"PS01186";14149;"Q5T1H1"
"PS01186";14153;"Q5T1H1"
"PS01187";13280;"Q5T1H1"
"PS01187";14115;"Q5T1H1"
"PS01187";14121;"Q5T1H1"
"PS01187";14125;"Q5T1H1"
"PS01187";14138;"Q5T1H1"
"PS01187";14145;"Q5T1H1"
"PS50025";13296;"Q5T1H1"
"PS50025";13304;"Q5T1H1"
"PS50025";13318;"Q5T1H1"
"PS50025";13332;"Q5T1H1"
"PS50025";13365;"Q5T1H1"
"PS50026";13273;"Q5T1H1"
"PS50026";13282;"Q5T1H1"
"PS50026";13298;"Q5T1H1"
"PS50026";13307;"Q5T1H1"
"PS50026";13312;"Q5T1H1"
"PS50026";13321;"Q5T1H1"
"PS50026";13328;"Q5T1H1"
"PS50026";13335;"Q5T1H1"
"PS50026";13356;"Q5T1H1"
"PS50026";14101;"Q5T1H1"
"PS50026";14104;"Q5T1H1"
"PS50026";14107;"Q5T1H1"
"PS50026";14109;"Q5T1H1"
"PS50026";14110;"Q5T1H1"
"PS50026";14112;"Q5T1H1"
"PS50026";14114;"Q5T1H1"
"PS50026";14116;"Q5T1H1"
"PS50026";14122;"Q5T1H1"
"PS50026";14126;"Q5T1H1"
"PS50026";14130;"Q5T1H1"
"PS50026";14132;"Q5T1H1"
"PS50026";14134;"Q5T1H1"
"PS50026";14139;"Q5T1H1"
"PS50026";14142;"Q5T1H1"
"PS50026";14146;"Q5T1H1"
"PS50026";14150;"Q5T1H1"
"PS50026";14151;"Q5T1H1"
"PS50103";8339;"Q5T200"
"PS50174";9829;"Q5T3I0"
"PS01209";13772;"Q5T700"
"PS50068";13769;"Q5T700"
"PS00690";13636;"Q5T890"
"PS51192";13632;"Q5T890"
"PS51194";13638;"Q5T890"
"PS50102";10890;"Q5T8P6"
"PS50102";10891;"Q5T8P6"
"PS50103";10889;"Q5T8P6"
"PS00022";13214;"Q5TA78"
"PS50042";13875;"Q5TAH2"
"PS00107";11793;"Q5TCX8"
"PS00108";11795;"Q5TCX8"
"PS50002";11789;"Q5TCX8"
"PS50011";11791;"Q5TCX8"
"PS51986";9509;"Q5TDP6"
"PS51987";9510;"Q5TDP6"
"PS00028";11802;"Q5TEC3"
"PS00028";12398;"Q5TEC3"
"PS00028";12410;"Q5TEC3"
"PS00028";12415;"Q5TEC3"
"PS00028";12418;"Q5TEC3"
"PS00028";12423;"Q5TEC3"
"PS00028";12428;"Q5TEC3"
"PS00028";12433;"Q5TEC3"
"PS00028";12439;"Q5TEC3"
"PS00028";12442;"Q5TEC3"
"PS00028";12444;"Q5TEC3"
"PS50157";11799;"Q5TEC3"
"PS50157";12395;"Q5TEC3"
"PS50157";12407;"Q5TEC3"
"PS50157";12413;"Q5TEC3"
"PS50157";12416;"Q5TEC3"
"PS50157";12420;"Q5TEC3"
"PS50157";12425;"Q5TEC3"
"PS50157";12430;"Q5TEC3"
"PS50157";12436;"Q5TEC3"
"PS50157";12441;"Q5TEC3"
"PS50157";12443;"Q5TEC3"
"PS50835";7529;"Q5TFQ8"
"PS50835";7531;"Q5TFQ8"
"PS50835";7534;"Q5TFQ8"
"PS00028";9148;"Q5TYW1"
"PS00028";9150;"Q5TYW1"
"PS00028";9152;"Q5TYW1"
"PS00028";9154;"Q5TYW1"
"PS00028";9156;"Q5TYW1"
"PS00028";9158;"Q5TYW1"
"PS00028";9160;"Q5TYW1"
"PS00028";9162;"Q5TYW1"
"PS00028";9164;"Q5TYW1"
"PS00028";9166;"Q5TYW1"
"PS00028";9168;"Q5TYW1"
"PS00028";9170;"Q5TYW1"
"PS00028";9172;"Q5TYW1"
"PS00028";9174;"Q5TYW1"
"PS00028";9177;"Q5TYW1"
"PS00028";9179;"Q5TYW1"
"PS00028";9181;"Q5TYW1"
"PS00028";9183;"Q5TYW1"
"PS00028";9185;"Q5TYW1"
"PS50157";9146;"Q5TYW1"
"PS50157";9147;"Q5TYW1"
"PS50157";9149;"Q5TYW1"
"PS50157";9151;"Q5TYW1"
"PS50157";9153;"Q5TYW1"
"PS50157";9155;"Q5TYW1"
"PS50157";9157;"Q5TYW1"
"PS50157";9159;"Q5TYW1"
"PS50157";9161;"Q5TYW1"
"PS50157";9163;"Q5TYW1"
"PS50157";9165;"Q5TYW1"
"PS50157";9167;"Q5TYW1"
"PS50157";9169;"Q5TYW1"
"PS50157";9171;"Q5TYW1"
"PS50157";9173;"Q5TYW1"
"PS50157";9175;"Q5TYW1"
"PS50157";9176;"Q5TYW1"
"PS50157";9178;"Q5TYW1"
"PS50157";9180;"Q5TYW1"
"PS50157";9182;"Q5TYW1"
"PS50157";9184;"Q5TYW1"
"PS50805";9145;"Q5TYW1"
"PS52035";11361;"Q5U5Z8"
"PS00107";11502;"Q5VST9"
"PS00108";11503;"Q5VST9"
"PS00109";11512;"Q5VST9"
"PS00659";11498;"Q5VST9"
"PS50002";11486;"Q5VST9"
"PS50003";11490;"Q5VST9"
"PS50010";11488;"Q5VST9"
"PS50011";11500;"Q5VST9"
"PS50011";11510;"Q5VST9"
"PS50096";11478;"Q5VST9"
"PS50835";11429;"Q5VST9"
"PS50835";11432;"Q5VST9"
"PS50835";11434;"Q5VST9"
"PS50835";11436;"Q5VST9"
"PS50835";11446;"Q5VST9"
"PS50835";11448;"Q5VST9"
"PS50835";11451;"Q5VST9"
"PS50835";11453;"Q5VST9"
"PS50835";11455;"Q5VST9"
"PS50835";11457;"Q5VST9"
"PS50835";11459;"Q5VST9"
"PS50835";11461;"Q5VST9"
"PS50835";11463;"Q5VST9"
"PS50835";11464;"Q5VST9"
"PS50835";11466;"Q5VST9"
"PS50835";11468;"Q5VST9"
"PS50835";11469;"Q5VST9"
"PS50835";11471;"Q5VST9"
"PS50835";11473;"Q5VST9"
"PS50835";11477;"Q5VST9"
"PS50835";11479;"Q5VST9"
"PS50835";11480;"Q5VST9"
"PS50835";11482;"Q5VST9"
"PS50835";11484;"Q5VST9"
"PS50835";11491;"Q5VST9"
"PS50835";11493;"Q5VST9"
"PS50835";11495;"Q5VST9"
"PS50835";11506;"Q5VST9"
"PS50835";11711;"Q5VST9"
"PS50835";11714;"Q5VST9"
"PS50835";11730;"Q5VST9"
"PS50835";11733;"Q5VST9"
"PS50835";11738;"Q5VST9"
"PS50835";11741;"Q5VST9"
"PS50835";11743;"Q5VST9"
"PS50835";11745;"Q5VST9"
"PS50835";11747;"Q5VST9"
"PS50835";11749;"Q5VST9"
"PS50835";11751;"Q5VST9"
"PS50835";11754;"Q5VST9"
"PS50835";11757;"Q5VST9"
"PS50835";11759;"Q5VST9"
"PS50835";11761;"Q5VST9"
"PS50835";11763;"Q5VST9"
"PS50835";11766;"Q5VST9"
"PS50835";11769;"Q5VST9"
"PS50835";11784;"Q5VST9"
"PS50853";11476;"Q5VST9"
"PS50853";11508;"Q5VST9"
"PS50853";11736;"Q5VST9"
"PS00223";13338;"Q5VT79"
"PS00223";13342;"Q5VT79"
"PS00223";13346;"Q5VT79"
"PS00223";13350;"Q5VT79"
"PS51897";13336;"Q5VT79"
"PS51897";13340;"Q5VT79"
"PS51897";13344;"Q5VT79"
"PS51897";13348;"Q5VT79"
"PS00518";10195;"Q5VTR2"
"PS50089";10193;"Q5VTR2"
"PS00018";12781;"Q5VTT5"
"PS50835";12757;"Q5VTT5"
"PS50835";12762;"Q5VTT5"
"PS50835";12785;"Q5VTT5"
"PS50835";12788;"Q5VTT5"
"PS50853";12765;"Q5VTT5"
"PS50853";12769;"Q5VTT5"
"PS50853";12772;"Q5VTT5"
"PS50853";12775;"Q5VTT5"
"PS50853";12778;"Q5VTT5"
"PS51316";7343;"Q5VU43"
"PS50234";10806;"Q5VU97"
"PS50082";14018;"Q5VW00"
"PS50294";14019;"Q5VW00"
"PS00509";12533;"Q5VWQ8"
"PS50003";12525;"Q5VWQ8"
"PS50004";12528;"Q5VWQ8"
"PS50018";12530;"Q5VWQ8"
"PS50002";13217;"Q5VWT5"
"PS50084";13022;"Q5VWX1"
"PS00022";13516;"Q5VY43"
"PS00022";13520;"Q5VY43"
"PS00022";13523;"Q5VY43"
"PS00022";13531;"Q5VY43"
"PS00022";13539;"Q5VY43"
"PS00022";13545;"Q5VY43"
"PS00022";13553;"Q5VY43"
"PS00022";13565;"Q5VY43"
"PS00022";13570;"Q5VY43"
"PS00022";13579;"Q5VY43"
"PS00022";13587;"Q5VY43"
"PS00022";13596;"Q5VY43"
"PS00022";13614;"Q5VY43"
"PS01186";13518;"Q5VY43"
"PS01186";13525;"Q5VY43"
"PS01186";13534;"Q5VY43"
"PS01186";13543;"Q5VY43"
"PS01186";13548;"Q5VY43"
"PS01186";13556;"Q5VY43"
"PS01186";13559;"Q5VY43"
"PS01186";13568;"Q5VY43"
"PS01186";13573;"Q5VY43"
"PS01186";13582;"Q5VY43"
"PS01186";13590;"Q5VY43"
"PS01186";13612;"Q5VY43"
"PS50026";13514;"Q5VY43"
"PS50026";13522;"Q5VY43"
"PS50026";13527;"Q5VY43"
"PS50026";13536;"Q5VY43"
"PS50026";13551;"Q5VY43"
"PS50026";13562;"Q5VY43"
"PS50026";13576;"Q5VY43"
"PS50026";13584;"Q5VY43"
"PS50026";13593;"Q5VY43"
"PS51041";13512;"Q5VY43"
"PS00022";14048;"Q5VYJ5"
"PS01186";14049;"Q5VYJ5"
"PS01209";14025;"Q5VYJ5"
"PS01209";14029;"Q5VYJ5"
"PS01209";14032;"Q5VYJ5"
"PS01209";14035;"Q5VYJ5"
"PS01209";14040;"Q5VYJ5"
"PS01209";14043;"Q5VYJ5"
"PS01209";14045;"Q5VYJ5"
"PS50026";14047;"Q5VYJ5"
"PS50060";14022;"Q5VYJ5"
"PS50060";14023;"Q5VYJ5"
"PS50060";14026;"Q5VYJ5"
"PS50060";14027;"Q5VYJ5"
"PS50060";14030;"Q5VYJ5"
"PS50060";14033;"Q5VYJ5"
"PS50060";14036;"Q5VYJ5"
"PS50060";14038;"Q5VYJ5"
"PS50060";14041;"Q5VYJ5"
"PS50068";14021;"Q5VYJ5"
"PS50068";14024;"Q5VYJ5"
"PS50068";14028;"Q5VYJ5"
"PS50068";14031;"Q5VYJ5"
"PS50068";14034;"Q5VYJ5"
"PS50068";14037;"Q5VYJ5"
"PS50068";14039;"Q5VYJ5"
"PS50068";14042;"Q5VYJ5"
"PS50068";14044;"Q5VYJ5"
"PS50068";14046;"Q5VYJ5"
"PS00657";13938;"Q5VYV0"
"PS00658";13943;"Q5VYV0"
"PS50039";13941;"Q5VYV0"
"PS50001";12734;"Q5VZ18"
"PS50102";12730;"Q5VZ19"
"PS50103";8054;"Q5VZF2"
"PS50103";8055;"Q5VZF2"
"PS50103";8059;"Q5VZF2"
"PS50103";8060;"Q5VZF2"
"PS50089";10973;"Q5W0B1"
"PS50181";11300;"Q5XUX0"
"PS51205";13497;"Q60I27"
"PS00028";10685;"Q63HK5"
"PS00028";10688;"Q63HK5"
"PS00028";10692;"Q63HK5"
"PS00028";10695;"Q63HK5"
"PS50071";10690;"Q63HK5"
"PS50157";10687;"Q63HK5"
"PS50157";10693;"Q63HK5"
"PS50089";10729;"Q63HN8"
"PS51981";10731;"Q63HN8"
"PS00022";12691;"Q685J3"
"PS50024";12694;"Q685J3"
"PS50026";12680;"Q685J3"
"PS00036";11992;"Q68CJ9"
"PS50217";11989;"Q68CJ9"
"PS00028";13099;"Q68CP9"
"PS51011";13097;"Q68CP9"
"PS51526";13098;"Q68CP9"
"PS51450";13998;"Q68CR7"
"PS51450";13999;"Q68CR7"
"PS51450";14000;"Q68CR7"
"PS51450";14001;"Q68CR7"
"PS51450";14002;"Q68CR7"
"PS51450";14003;"Q68CR7"
"PS50004";8634;"Q68CZ1"
"PS50004";8636;"Q68CZ1"
"PS50089";9839;"Q68DV7"
"PS50057";12822;"Q68DX3"
"PS50106";12825;"Q68DX3"
"PS50106";12830;"Q68DX3"
"PS50106";12832;"Q68DX3"
"PS51377";12819;"Q68DX3"
"PS50960";13121;"Q6B0B8"
"PS51253";13124;"Q6B0B8"
"PS00028";4783;"Q6DJT9"
"PS00028";4787;"Q6DJT9"
"PS00028";4799;"Q6DJT9"
"PS00028";4805;"Q6DJT9"
"PS00028";4809;"Q6DJT9"
"PS00028";4813;"Q6DJT9"
"PS00028";4827;"Q6DJT9"
"PS50157";4773;"Q6DJT9"
"PS50157";4785;"Q6DJT9"
"PS50157";4795;"Q6DJT9"
"PS50157";4802;"Q6DJT9"
"PS50157";4807;"Q6DJT9"
"PS50157";4811;"Q6DJT9"
"PS50157";4815;"Q6DJT9"
"PS00107";10044;"Q6DT37"
"PS00108";10045;"Q6DT37"
"PS00479";10048;"Q6DT37"
"PS50003";10049;"Q6DT37"
"PS50011";10043;"Q6DT37"
"PS50081";10047;"Q6DT37"
"PS50108";10051;"Q6DT37"
"PS50219";10050;"Q6DT37"
"PS51285";10046;"Q6DT37"
"PS51221";8344;"Q6EMB2"
"PS50038";5372;"Q6FHJ7"
"PS50189";5375;"Q6FHJ7"
"PS00571";12643;"Q6GMR7"
"PS00478";11770;"Q6H8Q1"
"PS00478";11775;"Q6H8Q1"
"PS00478";11780;"Q6H8Q1"
"PS00478";11785;"Q6H8Q1"
"PS50023";11767;"Q6H8Q1"
"PS50023";11773;"Q6H8Q1"
"PS50023";11777;"Q6H8Q1"
"PS50023";11782;"Q6H8Q1"
"PS51089";11787;"Q6H8Q1"
"PS00430";7354;"Q6IB77"
"PS51800";12536;"Q6IEG0"
"PS00237";13936;"Q6IF42"
"PS50262";13934;"Q6IF42"
"PS00237";13802;"Q6IFG1"
"PS50262";13800;"Q6IFG1"
"PS00028";9869;"Q6IQ21"
"PS00028";9871;"Q6IQ21"
"PS00028";9873;"Q6IQ21"
"PS00028";9875;"Q6IQ21"
"PS00028";9877;"Q6IQ21"
"PS00028";9879;"Q6IQ21"
"PS00028";9881;"Q6IQ21"
"PS00028";9884;"Q6IQ21"
"PS00028";9886;"Q6IQ21"
"PS00028";9888;"Q6IQ21"
"PS50157";9868;"Q6IQ21"
"PS50157";9870;"Q6IQ21"
"PS50157";9872;"Q6IQ21"
"PS50157";9874;"Q6IQ21"
"PS50157";9876;"Q6IQ21"
"PS50157";9878;"Q6IQ21"
"PS50157";9880;"Q6IQ21"
"PS50157";9882;"Q6IQ21"
"PS50157";9883;"Q6IQ21"
"PS50157";9885;"Q6IQ21"
"PS50157";9887;"Q6IQ21"
"PS00107";12869;"Q6IQ55"
"PS50011";12866;"Q6IQ55"
"PS51968";11213;"Q6ISB3"
"PS00109";9969;"Q6J9G0"
"PS50011";9968;"Q6J9G0"
"PS50097";13946;"Q6JEL2"
"PS00551";13888;"Q6L8G4"
"PS00261";12157;"Q6NT52"
"PS00689";12159;"Q6NT52"
"PS00086";12710;"Q6NT55"
"PS50902";13923;"Q6NUM6"
"PS51918";13925;"Q6NUM6"
"PS01159";8676;"Q6NWY9"
"PS50020";8672;"Q6NWY9"
"PS50020";8674;"Q6NWY9"
"PS51676";8677;"Q6NWY9"
"PS51676";8678;"Q6NWY9"
"PS51676";8679;"Q6NWY9"
"PS51676";8680;"Q6NWY9"
"PS51676";8681;"Q6NWY9"
"PS51676";8682;"Q6NWY9"
"PS00322";13894;"Q6NXT2"
"PS00959";13896;"Q6NXT2"
"PS50158";10054;"Q6NZY4"
"PS01098";13063;"Q6P1J6"
"PS01098";13065;"Q6P1J6"
"PS00678";3546;"Q6P1M3"
"PS50082";3541;"Q6P1M3"
"PS50004";9828;"Q6P1N0"
"PS00678";10254;"Q6P2C0"
"PS50082";8657;"Q6P2E9"
"PS50294";8659;"Q6P2E9"
"PS50011";10095;"Q6P3W7"
"PS50088";9743;"Q6P6B7"
"PS50088";9745;"Q6P6B7"
"PS50088";9746;"Q6P6B7"
"PS50088";9747;"Q6P6B7"
"PS50088";9748;"Q6P6B7"
"PS50297";9744;"Q6P6B7"
"PS50089";9917;"Q6PCD5"
"PS51450";11363;"Q6PEZ8"
"PS51450";11365;"Q6PEZ8"
"PS51450";11368;"Q6PEZ8"
"PS51450";11370;"Q6PEZ8"
"PS51450";11371;"Q6PEZ8"
"PS51450";11373;"Q6PEZ8"
"PS51450";11375;"Q6PEZ8"
"PS51450";11377;"Q6PEZ8"
"PS51450";11379;"Q6PEZ8"
"PS51450";11381;"Q6PEZ8"
"PS51450";11383;"Q6PEZ8"
"PS51450";11385;"Q6PEZ8"
"PS51450";11387;"Q6PEZ8"
"PS51450";11389;"Q6PEZ8"
"PS51450";11391;"Q6PEZ8"
"PS00018";12552;"Q6PF06"
"PS51675";12550;"Q6PF06"
"PS51203";9919;"Q6PI26"
"PS50039";13679;"Q6PIV2"
"PS00674";10886;"Q6PIW4"
"PS51908";7756;"Q6PJP8"
"PS50039";12657;"Q6PJQ5"
"PS00191";8685;"Q6PKG0"
"PS50961";8683;"Q6PKG0"
"PS51064";13118;"Q6PKX4"
"PS00674";9415;"Q6PL18"
"PS50014";9416;"Q6PL18"
"PS00518";11687;"Q6Q0C0"
"PS00678";11697;"Q6Q0C0"
"PS00678";11703;"Q6Q0C0"
"PS50082";11692;"Q6Q0C0"
"PS50082";11700;"Q6Q0C0"
"PS50082";11706;"Q6Q0C0"
"PS50082";11709;"Q6Q0C0"
"PS50082";11713;"Q6Q0C0"
"PS50089";11685;"Q6Q0C0"
"PS50145";11689;"Q6Q0C0"
"PS50294";11694;"Q6Q0C0"
"PS00650";13752;"Q6QNK2"
"PS50221";13746;"Q6QNK2"
"PS50261";13749;"Q6QNK2"
"PS51828";13744;"Q6QNK2"
"PS50097";13990;"Q6TDP4"
"PS00041";10519;"Q6U841"
"PS50088";8565;"Q6UB98"
"PS50088";8566;"Q6UB98"
"PS50088";8567;"Q6UB98"
"PS50297";8563;"Q6UB98"
"PS00152";901;"Q6UVK1"
"PS50025";885;"Q6UVK1"
"PS50025";888;"Q6UVK1"
"PS51854";890;"Q6UVK1"
"PS51854";891;"Q6UVK1"
"PS51854";893;"Q6UVK1"
"PS51854";894;"Q6UVK1"
"PS51854";895;"Q6UVK1"
"PS51854";897;"Q6UVK1"
"PS51854";899;"Q6UVK1"
"PS51854";900;"Q6UVK1"
"PS51854";902;"Q6UVK1"
"PS51854";904;"Q6UVK1"
"PS51854";906;"Q6UVK1"
"PS51854";907;"Q6UVK1"
"PS51854";911;"Q6UVK1"
"PS51854";914;"Q6UVK1"
"PS51854";918;"Q6UVK1"
"PS00572";13103;"Q6UWM7"
"PS00653";13101;"Q6UWM7"
"PS00375";11304;"Q6UWM9"
"PS01047";11302;"Q6UWM9"
"PS00615";13989;"Q6UXB4"
"PS50041";13988;"Q6UXB4"
"PS50188";8061;"Q6UXE8"
"PS50835";8052;"Q6UXE8"
"PS00010";10943;"Q6UXH1"
"PS00022";10930;"Q6UXH1"
"PS01186";10932;"Q6UXH1"
"PS01186";10945;"Q6UXH1"
"PS01187";10936;"Q6UXH1"
"PS01187";10938;"Q6UXH1"
"PS01248";10934;"Q6UXH1"
"PS50026";10928;"Q6UXH1"
"PS50026";10941;"Q6UXH1"
"PS50234";4268;"Q6UXI7"
"PS50234";4270;"Q6UXI7"
"PS50820";4265;"Q6UXI7"
"PS00010";13427;"Q6UXI9"
"PS00010";13441;"Q6UXI9"
"PS00010";13452;"Q6UXI9"
"PS00022";13414;"Q6UXI9"
"PS01186";13417;"Q6UXI9"
"PS01186";13430;"Q6UXI9"
"PS01186";13456;"Q6UXI9"
"PS01187";13420;"Q6UXI9"
"PS01187";13434;"Q6UXI9"
"PS01187";13445;"Q6UXI9"
"PS50026";13409;"Q6UXI9"
"PS50026";13424;"Q6UXI9"
"PS50026";13438;"Q6UXI9"
"PS50026";13448;"Q6UXI9"
"PS50060";13459;"Q6UXI9"
"PS50835";12549;"Q6UXM1"
"PS50835";12553;"Q6UXM1"
"PS50835";12556;"Q6UXM1"
"PS51450";12503;"Q6UXM1"
"PS51450";12505;"Q6UXM1"
"PS51450";12507;"Q6UXM1"
"PS51450";12509;"Q6UXM1"
"PS51450";12511;"Q6UXM1"
"PS51450";12514;"Q6UXM1"
"PS51450";12517;"Q6UXM1"
"PS51450";12521;"Q6UXM1"
"PS51450";12524;"Q6UXM1"
"PS51450";12527;"Q6UXM1"
"PS51450";12531;"Q6UXM1"
"PS51450";12534;"Q6UXM1"
"PS51450";12539;"Q6UXM1"
"PS51450";12542;"Q6UXM1"
"PS51450";12545;"Q6UXM1"
"PS00615";13355;"Q6UXS0"
"PS50041";13352;"Q6UXS0"
"PS50092";14017;"Q6UXX9"
"PS00284";12585;"Q6UXZ4"
"PS50092";12579;"Q6UXZ4"
"PS50092";12583;"Q6UXZ4"
"PS50835";12578;"Q6UXZ4"
"PS51145";12588;"Q6UXZ4"
"PS00010";11098;"Q6V0I7"
"PS00010";11108;"Q6V0I7"
"PS00022";11090;"Q6V0I7"
"PS00022";11100;"Q6V0I7"
"PS00022";11109;"Q6V0I7"
"PS00022";11112;"Q6V0I7"
"PS00022";11113;"Q6V0I7"
"PS00022";11118;"Q6V0I7"
"PS00022";11124;"Q6V0I7"
"PS00232";10977;"Q6V0I7"
"PS00232";10980;"Q6V0I7"
"PS00232";10982;"Q6V0I7"
"PS00232";10984;"Q6V0I7"
"PS00232";10991;"Q6V0I7"
"PS00232";11001;"Q6V0I7"
"PS00232";11005;"Q6V0I7"
"PS00232";11008;"Q6V0I7"
"PS00232";11015;"Q6V0I7"
"PS00232";11019;"Q6V0I7"
"PS00232";11023;"Q6V0I7"
"PS00232";11029;"Q6V0I7"
"PS00232";11033;"Q6V0I7"
"PS00232";11039;"Q6V0I7"
"PS00232";11043;"Q6V0I7"
"PS00232";11049;"Q6V0I7"
"PS00232";11052;"Q6V0I7"
"PS00232";11058;"Q6V0I7"
"PS00232";11062;"Q6V0I7"
"PS00232";11066;"Q6V0I7"
"PS00232";11070;"Q6V0I7"
"PS00232";11076;"Q6V0I7"
"PS00232";11084;"Q6V0I7"
"PS01186";11092;"Q6V0I7"
"PS01186";11102;"Q6V0I7"
"PS01186";11110;"Q6V0I7"
"PS01187";11094;"Q6V0I7"
"PS01187";11104;"Q6V0I7"
"PS50025";11114;"Q6V0I7"
"PS50025";11120;"Q6V0I7"
"PS50026";11088;"Q6V0I7"
"PS50026";11096;"Q6V0I7"
"PS50026";11106;"Q6V0I7"
"PS50026";11111;"Q6V0I7"
"PS50026";11116;"Q6V0I7"
"PS50026";11122;"Q6V0I7"
"PS50268";10975;"Q6V0I7"
"PS50268";10979;"Q6V0I7"
"PS50268";10981;"Q6V0I7"
"PS50268";10983;"Q6V0I7"
"PS50268";10985;"Q6V0I7"
"PS50268";10987;"Q6V0I7"
"PS50268";10997;"Q6V0I7"
