"entrez";"symbol";"pubmed_id";"type";"organ_system";"primary_site";"cancer_type";"method";"coding_status";"cgc_annotation";"vogelstein_annotation";"saito_annotation";"NCG_oncogene";"NCG_tsg";"driver_type";"drivers_id"
8894;"EIF2S2";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5557
8507;"ENC1";29854292;"WES";"Gynecologic";"breast";"breast_cancer";"SeqSig";"coding";"";"";"";"";"";"cancer";5558
9308;"CD83";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"coding";"";"";"";"";"";"cancer";5559
8332;"H2AC16";22343534;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";5560
8526;"DGKE";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5561
8899;"PRPF4B";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5562
9312;"KCNB2";28551381;"WES-Gene Panel";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5563
8332;"H2AC16";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"noncoding";"";"";"";"";"";"cancer";5564
8531;"YBX3";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5565
8904;"CPNE1";27325650;"WES";"Urologic";"penis";"penile_squamous_cancer";"IntOGen, Literature-based";"coding";"";"";"";"";"";"cancer";5566
9314;"KLF4";23348505;"WES";"Soft tissue";"brain";"meningioma";"Recurrence-based";"coding";"oncogene, TSG";"Oncogene";"";"1.0";"0.0";"cancer";5567
8534;"CHST1";21499247;"WES";"Skin";"skin";"melanoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5568
8912;"CACNA1H";18772396;"WES";"Soft tissue";"brain";"glioblastoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5569
9314;"KLF4";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"Oncogene";"";"1.0";"0.0";"cancer";5570
8915;"BCL10";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5571
9314;"KLF4";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"oncogene, TSG";"Oncogene";"";"1.0";"0.0";"cancer";5572
8539;"API5";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5573
8915;"BCL10";21796119;"WES";"Hematologic and lymphatic";"blood";"non-Hodgkin_lymphoma";"Greenman-based";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5574
8550;"MAPKAPK5";28810145;"WES";"Skin";"uvea";"melanoma";"MutSig";"coding";"";"";"";"";"";"cancer";5575
9314;"KLF4";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"Oncogene";"";"1.0";"0.0";"cancer";5576
8915;"BCL10";24362818;"WGS-WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"Recurrence-based";"coding";"TSG, fusion";"";"";"0.0";"1.0";"cancer";5577
8563;"THOC5";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5578
9320;"TRIP12";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";5579
8334;"H2AC6";24362818;"WGS-WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5580
8924;"HERC2";30107175;"WES";"Endocrine";"thyroid";"hurthle_cell_carcinoma";"MutSig2CV, Recurrence-based, Literature-based";"coding";"";"";"";"";"";"cancer";5581
9343;"EFTUD2";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5582
8334;"H2AC6";32024818;"WGS";"Multiple";"multiple";"pan-cancer_adult";"DriverPower";"noncoding";"";"";"";"";"";"cancer";5583
8564;"KMO";26437031;"WGS-WES-Gene Panel";"Hematologic and lymphatic";"blood";"T-cell_leukemia/lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";5584
8924;"HERC2";26121086;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5585
9353;"SLIT2";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D";"coding";"";"";"";"";"";"cancer";5586
8569;"MKNK1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5587
8336;"H2AC17";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"ActiveDriverWGS, Paper-specific";"noncoding";"";"";"";"";"";"cancer";5588
8924;"HERC2";29590631;"WES";"Soft tissue";"brain";"meningioma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5589
9353;"SLIT2";22941188;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";5590
8570;"KHSRP";22941189;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5591
8336;"H2AC17";28064239;"WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5592
9360;"PPIG";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5593
8925;"HERC1";26121086;"WES";"Soft tissue";"peripheral_nervous_system";"neuroblastoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5594
8590;"OR6A2";23000897;"WES";"Gynecologic";"breast";"breast_cancer";"MuSiC";"coding";"";"";"";"";"";"cancer";5595
8336;"H2AC17";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"coding";"";"";"";"";"";"cancer";5596
9368;"SLC9A3R1";25401301;"WES";"Urologic";"kidney";"non-clear_cell_renal_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5597
8929;"PHOX2B";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";5598
8336;"H2AC17";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"noncoding";"";"";"";"";"";"cancer";5599
9369;"NRXN3";21798897;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5600
8939;"FUBP3";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5601
9370;"ADIPOQ";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5602
8939;"FUBP3";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5603
9376;"SLC22A8";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5604
8621;"CDK13";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"";"";"";"";"";"cancer";5605
8943;"AP3D1";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5606
9379;"NRXN2";21798897;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5607
8626;"TP63";26934577;"WES";"Head and neck";"head_and_neck";"oral_squamous_cell_carcinoma";"OncodriveFM, Youn-based";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5608
8969;"H2AC11";24362818;"WGS-WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5609
9379;"NRXN2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5610
9611;"NCOR1";22722201;"WES";"Gynecologic";"breast";"breast_cancer";"Greenman-based";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5611
8626;"TP63";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5612
8969;"H2AC11";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"coding";"";"";"";"";"";"cancer";5613
9611;"NCOR1";25362482;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5614
8969;"H2AC11";31558468;"WGS";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"MutSigCV, HotNet2, Literature-based";"noncoding";"";"";"";"";"";"cancer";5615
8626;"TP63";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5616
9380;"GRHPR";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5617
8970;"H2BC11";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5618
8626;"TP63";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5619
9380;"GRHPR";27149842;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5620
8970;"H2BC11";27791010;"WES";"Gynecologic";"uterus";"uterine_carcinosarcoma";"MutSig";"coding";"";"";"";"";"";"cancer";5621
8626;"TP63";21798893;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5622
9401;"RECQL4";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5623
8972;"MGAM";26192917;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"natural_killer/T_cell_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5624
8626;"TP63";21499247;"WES";"Skin";"skin";"melanoma";"Paper-specific";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5625
9401;"RECQL4";26804919;"WES";"Core gastrointestinal";"small_intestine";"ampullary_adenocarcinoma";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5626
8626;"TP63";26939876;"Gene Panel";"Gynecologic";"breast";"triple_negative_breast_cancer";"Recurrence-based, Paper-specific";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5627
8975;"USP13";27313181;"WES";"Core gastrointestinal";"stomach";"mucinous_gastric_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5628
9401;"RECQL4";26632267;"WES-Gene Panel";"Soft tissue";"bone";"osteosarcoma";"Recurrence-based, IntOGen";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5629
8633;"UNC5C";22343534;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"MutSig";"coding";"";"";"";"";"";"cancer";5630
8989;"TRPA1";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"";"";"";"";"";"cancer";5631
9407;"TMPRSS11D";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"";"";"";"";"";"cancer";5632
9611;"NCOR1";23539594;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5633
8989;"TRPA1";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D";"coding";"";"";"";"";"";"cancer";5634
8634;"RTCA";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5635
9409;"PEX16";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5636
9611;"NCOR1";26625313;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"TSG";"TSG";"TSG";"0.0";"1.0";"cancer";5637
8642;"DCHS1";21804550;"WES";"Hematologic and lymphatic";"blood";"diffuse_large_B-cell_lymphoma";"Paper-specific";"coding";"";"";"";"";"";"cancer";5638
8992;"ATP6V0E1";28064239;"WES";"Hematologic and lymphatic";"blood";"follicular_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5639
9612;"NCOR2";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";5640
8650;"NUMB";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5641
8997;"KALRN";26909576;"WGS";"Developmental gastrointestinal";"pancreas";"pancreatic_cancer_(all_histologies)";"HOTNET2, OncodriveFM, MutSig";"coding";"";"";"";"";"";"cancer";5642
9612;"NCOR2";29945994;"WES";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Recurrence-based";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5643
8651;"SOCS1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"TSG";"";"0.0";"1.0";"cancer";5644
8997;"KALRN";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5645
9612;"NCOR2";26000489;"WES";"Urologic";"prostate";"prostate_cancer";"MutSig";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5646
8651;"SOCS1";24531327;"WGS";"Hematologic and lymphatic";"blood";"mediastinal_B-cell_lymphoma";"Recurrence-based";"coding";"TSG";"TSG";"";"0.0";"1.0";"cancer";5647
9416;"DDX23";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5648
9037;"SEMA5A";24952744;"WGS";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5649
9617;"MTRF1";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5650
9420;"CYP7B1";26214590;"WES";"Skin";"skin";"melanoma";"MutSig";"coding";"";"";"";"";"";"cancer";5651
9053;"MAP7";22810696;"WES";"Core gastrointestinal";"colorectal";"colorectal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5652
9617;"MTRF1";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5653
9420;"CYP7B1";27595477;"WGS";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"MutSigCV";"coding";"";"";"";"";"";"cancer";5654
9057;"SLC7A6";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5655
9630;"GNA14";27476652;"WES plus targeted deep resequencing";"Soft tissue";"vascular_system";"vascular_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5656
9425;"CDYL";22941189;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5657
9064;"MAP3K6";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5658
9639;"ARHGEF10";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";5659
9915;"ARNT2";18772396;"WES";"Soft tissue";"brain";"glioblastoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5660
9096;"TBX18";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5661
9647;"PPM1F";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5662
9429;"ABCG2";30718927;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"ActiveDriverWGS, Paper-specific";"noncoding";"";"";"";"";"";"cancer";5663
9918;"NCAPD2";25501392;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"HOTNET2";"coding";"";"";"";"";"";"cancer";5664
9648;"GCC2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5665
9439;"MED23";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"";"";"";"";"";"cancer";5666
9919;"SEC16A";28362259;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncdDetect";"noncoding";"";"";"";"";"";"cancer";5667
9651;"PLCH2";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5668
9439;"MED23";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5669
9651;"PLCH2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5670
9920;"KBTBD11";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5671
9439;"MED23";27135926;"WGS";"Gynecologic";"breast";"breast_cancer";"Paper-specific";"coding";"";"";"";"";"";"cancer";5672
9653;"HS2ST1";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5673
9444;"QKI";24120142;"WES";"Soft tissue";"brain";"glioblastoma";"InVEx, MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5674
9925;"ZBTB5";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5675
9656;"MDC1";26632267;"WES-Gene Panel";"Soft tissue";"bone";"osteosarcoma";"Recurrence-based, IntOGen";"coding";"";"";"";"";"";"cancer";5676
9098;"USP6";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";5677
9444;"QKI";26824661;"WGS-WES";"Soft tissue";"brain";"pan-glioma";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5678
9925;"ZBTB5";27325650;"WES";"Urologic";"penis";"penile_squamous_cancer";"IntOGen, Literature-based";"coding";"";"";"";"";"";"cancer";5679
9100;"USP10";25855536;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5680
9657;"IQCB1";30606723;"WGS";"Hematologic and lymphatic";"blood";"dlblc, follicular_lymphoma";"Paper-specific";"noncoding";"";"";"";"";"";"cancer";5681
9444;"QKI";28297679;"WES";"Developmental gastrointestinal";"hepatobiliary";"cholangiocarcinoma";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5682
9935;"MAFB";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, fusion";"";"";"1.0";"0.0";"cancer";5683
9659;"PDE4DIP";26168399;"WGS";"Thoracic";"lung";"small_cell_lung_cancer";"Paper-specific";"coding";"";"";"";"";"";"cancer";5684
9444;"QKI";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5685
9101;"USP8";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"oncogene";"";"";"1.0";"0.0";"cancer";5686
9937;"DCLRE1A";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5687
9659;"PDE4DIP";30132154;"WES";"Core gastrointestinal";"stomach";"gastric_cancer";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5688
9444;"QKI";24390350;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MutSig";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5689
9939;"RBM8A";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5690
9671;"WSCD2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5691
9444;"QKI";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5692
9940;"DLEC1";18772397;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"Wood-based";"coding";"";"";"";"";"";"cancer";5693
9681;"DEPDC5";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5694
9444;"QKI";23583981;"WGS-WES";"Soft tissue";"brain";"paediatric_low_grade_glioma";"MuSiC, Paper-specific";"coding";"oncogene, TSG";"";"";"0.0";"0.0";"cancer";5695
9947;"MAGEC1";29354286;"WGS";"Multiple";"multiple";"pan-cancer_adult";"ncDriver";"noncoding";"";"";"";"";"";"cancer";5696
9683;"N4BP1";28256603;"WES plus targeted deep resequencing";"Head and neck";"head_and_neck";"nasopharyngeal_carcinoma";"Literature-based, Paper-specific";"coding";"";"";"";"";"";"cancer";5697
9451;"EIF2AK3";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5698
9947;"MAGEC1";22842228;"WES";"Skin";"skin";"melanoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5699
9695;"EDEM1";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5700
9113;"LATS1";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5701
9459;"ARHGEF6";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5702
9947;"MAGEC1";21798893;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5703
9699;"RIMS2";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5704
9472;"AKAP6";23525077;"WGS-WES";"Core gastrointestinal";"esophagus";"esophageal_adenocarcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5705
9113;"LATS1";29622464;"WES";"Gynecologic";"pan-gynecological and breast";"pan-gynecological and breast";"MutSigCV, 20/20";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5706
9699;"RIMS2";22941189;"WES";"Thoracic";"lung";"small_cell_lung_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5707
9965;"FGF19";26258846;"WES";"Developmental gastrointestinal";"hepatobiliary";"biliary_tract_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5708
9472;"AKAP6";22158541;"WES";"Hematologic and lymphatic";"blood";"chronic_lymphocytic_leukemia";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5709
9113;"LATS1";26950094;"WES-Gene Panel";"Skin";"skin";"skin_basal_cell_carcinoma";"MutSig, TumOnc";"coding";"TSG";"";"";"0.0";"1.0";"cancer";5710
9699;"RIMS2";21798893;"WES";"Head and neck";"head_and_neck";"squamous_head_and_neck_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5711
9965;"FGF19";25362482;"WES";"Developmental gastrointestinal";"hepatobiliary";"hepatocellular_carcinoma";"MutSig";"coding";"";"";"";"";"";"cancer";5712
9479;"MAPK8IP1";24132290;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"MuSiC";"coding";"";"";"";"";"";"cancer";5713
9699;"RIMS2";24816253;"WGS";"Core gastrointestinal";"stomach";"gastric_adenocarcinoma";"Youn-based";"coding";"";"";"";"";"";"cancer";5714
9113;"LATS1";14993899;"Canonical Cancer Driver";"Multiple";"multiple";"";"-";"";"TSG";"";"";"0.0";"1.0";"cancer";5715
9967;"THRAP3";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";5716
9480;"ONECUT2";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5717
9700;"ESPL1";21822268;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based, Recurrence-based";"coding";"";"";"";"";"";"cancer";5718
9967;"THRAP3";27311963;"WGS-WES";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"coding";"";"";"";"";"";"cancer";5719
9480;"ONECUT2";27311963;"WGS";"Multiple";"multiple";"pan-cancer_adult";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5720
9122;"SLC16A4";23103869;"WES";"Developmental gastrointestinal";"pancreas";"pancreatic_ductal_adenocarcinoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5721
9700;"ESPL1";24121792;"WES";"Urologic";"bladder";"bladder_cancer";"Wood-based";"coding";"";"";"";"";"";"cancer";5722
9967;"THRAP3";29617667;"WES";"Multiple";"multiple";"pan-cancer_adult";"MutSigCV, 20/20";"coding";"";"";"";"";"";"cancer";5723
9125;"CNOT9";29625053;"Pan-cancer";"Multiple";"multiple";"pan-cancer_adult";"PanSoftWare";"coding";"";"";"";"";"";"cancer";5724
9486;"CHST10";26192917;"WES-Gene Panel";"Hematologic and lymphatic";"blood";"natural_killer/T_cell_lymphoma";"MuSiC";"coding";"";"";"";"";"";"cancer";5725
9700;"ESPL1";26625313;"WES";"Urologic";"bladder";"bladder_cancer";"MutSig";"coding";"";"";"";"";"";"cancer";5726
9968;"MED12";24747642;"WES";"Endocrine";"adrenal_gland";"adrenocortical_carcinoma";"MutSig";"coding";"TSG";"Oncogene";"";"0.0";"0.0";"cancer";5727
9125;"CNOT9";26091043;"WES";"Skin";"skin";"melanoma";"InVEx, MutSig";"coding";"";"";"";"";"";"cancer";5728
9491;"PSMF1";28467829;"WGS";"Skin";"skin";"melanoma";"OncodriveFML";"noncoding";"";"";"";"";"";"cancer";5729
9701;"PPP6R2";23143597;"WES";"Hematologic and lymphatic";"blood";"burkitt lymphoma";"Recurrence-based";"coding";"";"";"";"";"";"cancer";5730
